page_id,wikidot_id,slug,status,claimed_total,fetched_total,checksum_expected,checksum_actual,checksum_ok,error,scanned_at
102996,1468165265,justvektor-strikes-again,partial,58,57,54,53,f,is_complete=false,2026-07-28 19:44:18.394508+08
103062,1468180147,redflylovestory,partial,42,41,38,37,f,is_complete=false,2026-07-28 19:44:26.454297+08
103063,1468180283,uiuxh,partial,77,76,59,58,f,is_complete=false,2026-07-28 19:44:26.465401+08
103326,1468227629,game-over-xylynn-qwrvyn,partial,52,51,52,51,f,is_complete=false,2026-07-28 19:44:41.023983+08
104112,1468422240,snow-cabin-and-simo,partial,96,95,96,95,f,is_complete=false,2026-07-28 19:45:22.079807+08
104314,1468496254,sacabamkyogre,partial,77,76,77,76,f,is_complete=false,2026-07-28 19:45:34.898104+08
104523,1468572333,agent-asriel-great-man,partial,90,89,90,89,f,is_complete=false,2026-07-28 19:45:47.647163+08
104858,1468615559,fraud-gang,partial,106,105,62,61,f,is_complete=false,2026-07-28 19:46:06.175441+08
105170,1468689596,scp-cn-4314,partial,18,17,18,17,f,is_complete=false,2026-07-28 19:46:24.719287+08
105339,1468786782,semimonth-202605-02,partial,113,112,113,112,f,is_complete=false,2026-07-28 19:46:38.065526+08
105417,1468812077,wanderers:i-love-you,partial,63,62,61,60,f,is_complete=false,2026-07-28 19:46:42.72171+08
106013,1468933181,scp-cn-4459,partial,57,55,45,45,t,is_complete=false,2026-07-28 19:47:12.728013+08
106044,1468937542,ethanpanauthor,partial,71,70,71,70,f,is_complete=false,2026-07-28 19:47:13.028962+08
106405,1468984196,e-m-o-enthusiasm,partial,63,62,61,60,f,is_complete=false,2026-07-28 19:47:32.937283+08
106782,1469050665,scp-cn-4272,partial,46,47,42,43,f,去重后条数 47 ≠ claimed_total 46,2026-07-28 19:47:50.005584+08
106788,1469051766,anna-speech,partial,48,49,42,43,f,去重后条数 49 ≠ claimed_total 48,2026-07-28 19:47:50.045539+08
106812,1469057226,mortal-emulator-vam-mid,partial,42,45,42,45,f,去重后条数 45 ≠ claimed_total 42,2026-07-28 19:47:52.071887+08
